produit,marque,code_barre,prix,prix_num,categorie,magasin,url_magasin,url_produit
Penne à l'épeautre ALNATURA,ALNATURA,4104420227729,"1,95 €",1.95,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/penne-a-l-epeautre-alnatura-4104420227729
Serpentini à l'épeautre ALNATURA,ALNATURA,4104420207516,"1,95 €",1.95,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/serpentini-a-l-epeautre-alnatura-4104420207516
Pâtes torsades BARILLA,BARILLA,8076809541305,"1,95 €",1.95,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-torsades-barilla-8076809541305
Pâtes coquillettes PANZANI,PANZANI,3038350023001,"1,95 €",1.95,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-coquillettes-panzani-3038350023001
Nouilles Instantanées saveur poulet yakitori DAISUKI,DAISUKI,3036815452397,"1,97 €",1.97,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-instantanees-saveur-poulet-yakitori-daisuki-3036815452397
Soupe de nouilles Shin Ramyun NONGSHIM,NONGSHIM,8801043031011,"1,98 €",1.98,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/soupe-de-nouilles-shin-ramyun-nongshim-8801043031011
Alce Nero - Tagliatelles De Blé Dur 250 G,G,8009004809604,"1,98 €",1.98,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/alce-nero-tagliatelles-de-ble-dur-250-g-8009004809604?s=2650
Pâtes Mezzi Rigatoni Al Bronzo BARILLA,BARILLA,8076809585224,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-mezzi-rigatoni-al-bronzo-barilla-8076809585224
Pâtes torsade les végétales ALPINA,ALPINA,3252970012096,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-torsade-les-vegetales-alpina-3252970012096
Pâtes farfalle blé complet bio GRANORO,GRANORO,8007290000170,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-farfalle-ble-complet-bio-granoro-8007290000170
Pâtes rustiche blé complet bio GRANORO,GRANORO,8007290335111,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-rustiche-ble-complet-bio-granoro-8007290335111
Pâtes bio Torsades Blé épeautre semi-complètes  BJORG,BJORG,3229820786353,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-bio-torsades-ble-epeautre-semi-completes-bjorg-3229820786353
Nouilles Bœuf Yakiniku TANOSHI,TANOSHI,3229820804408,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-boeuf-yakiniku-tanoshi-3229820804408
Pâtes Tortiglioni Al Bronzo BARILLA,BARILLA,8076809585415,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-tortiglioni-al-bronzo-barilla-8076809585415
Pâtes coquillettes bio BARILLA,BARILLA,8076809570664,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-coquillettes-bio-barilla-8076809570664
Pâtes Penne Rigate Al Bronzo BARILLA,BARILLA,8076809585200,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-penne-rigate-al-bronzo-barilla-8076809585200
Tortellini aux légumes ALNATURA,ALNATURA,4104420250192,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/tortellini-aux-legumes-alnatura-4104420250192
Nouilles Instantanées Saveur Boeuf Teriyaki NOODLE MASTER,NOODLE MASTER,6976016653926,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-instantanees-saveur-boeuf-teriyaki-noodle-master-6976016653926
Pâtes macaroni BARILLA,BARILLA,8076809514422,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-macaroni-barilla-8076809514422
Nouilles Saveur Cho Spicy Fort DAISUKI,DAISUKI,3036815468138,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-saveur-cho-spicy-fort-daisuki-3036815468138
Nouilles instantanées saveur sauce soja DAISUKI,DAISUKI,3036815452403,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-instantanees-saveur-sauce-soja-daisuki-3036815452403
Pâtes spaghetti quadrati al bronzo BARILLA,BARILLA,8076809585392,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-spaghetti-quadrati-al-bronzo-barilla-8076809585392
Pâtes Linguine Al Bronzo BARILLA,BARILLA,8076809585231,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-linguine-al-bronzo-barilla-8076809585231
Pâtes spaghettoni al bronzo BARILLA,BARILLA,8076809585385,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-spaghettoni-al-bronzo-barilla-8076809585385
Nouilles Poulet Goma shoyu TANOSHI,TANOSHI,3229820804392,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-poulet-goma-shoyu-tanoshi-3229820804392
Pâtes linguine bio BARILLA,BARILLA,8076809582711,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-linguine-bio-barilla-8076809582711
Pâtes radiatori RUMMO,RUMMO,8008343201377,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-radiatori-rummo-8008343201377
Soupe de nouilles instantanées  NONGSHIM,NONGSHIM,8801043157728,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/soupe-de-nouilles-instantanees-nongshim-8801043157728
Nouilles Coréenne au Goût Barbecue MAISON DE COREE,MAISON DE COREE,8805957021236,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-coreenne-au-gout-barbecue-maison-de-coree-8805957021236
Pâtes Fusilloni Al Bronzo BARILLA,BARILLA,8076809585217,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-fusilloni-al-bronzo-barilla-8076809585217
Pâtes spaghetti bio BARILLA,BARILLA,8076809570657,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-spaghetti-bio-barilla-8076809570657
Pâtes spaghetti n°5 BARILLA,BARILLA,8076800105056,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-spaghetti-n05-barilla-8076800105056
Pâtes Fusilli Al Bronzo BARILLA,BARILLA,8076809585408,"1,99 €",1.99,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-fusilli-al-bronzo-barilla-8076809585408
Pâtes coquillettes sans gluten BARILLA,BARILLA,8076809545488,"2,05 €",2.05,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-coquillettes-sans-gluten-barilla-8076809545488
Pâtes spaghetti sans gluten BARILLA,BARILLA,8076809545440,"2,05 €",2.05,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-spaghetti-sans-gluten-barilla-8076809545440
Vermicelles de soja SUZI WAN,SUZI WAN,4002359752100,"2,05 €",2.05,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/vermicelles-de-soja-suzi-wan-4002359752100
Vermicelles de riz SUZI WAN,SUZI WAN,4002359650178,"2,05 €",2.05,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/vermicelles-de-riz-suzi-wan-4002359650178
Pâtes lasagnes PANZANI,PANZANI,3038353020106,"2,05 €",2.05,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-lasagnes-panzani-3038353020106
Pâtes penne rigate sans gluten BARILLA,BARILLA,8076809545457,"2,05 €",2.05,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-penne-rigate-sans-gluten-barilla-8076809545457
Pâtes linguine n°13 RUMMO,RUMMO,8008343200134,"2,09 €",2.09,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-linguine-n013-rummo-8008343200134
Pâtes penne rigate RUMMO,RUMMO,8008343200660,"2,09 €",2.09,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-penne-rigate-rummo-8008343200660
Pâtes tire-bouchons semi-complets Bio JARDIN BIO ETIC,JARDIN BIO ETIC,3760020509316,"2,09 €",2.09,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-tire-bouchons-semi-complets-bio-jardin-bio-etic-3760020509316
Pâtes farfalle n°78 GAROFALO,GAROFALO,8000139910241,"2,09 €",2.09,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-farfalle-n078-garofalo-8000139910241
Pâtes Linguine n°12 IGP GAROFALO,IGP GAROFALO,8000139910159,"2,09 €",2.09,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-linguine-n012-igp-garofalo-8000139910159
Pâtes lasagnes oeufs collezione BARILLA,BARILLA,8076800376999,"2,09 €",2.09,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-lasagnes-oeufs-collezione-barilla-8076800376999
Pâtes gnocchi di patate RUMMO,RUMMO,8008343201179,"2,09 €",2.09,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-gnocchi-di-patate-rummo-8008343201179
Vermicelle de riz Bo Bun MEI ASIA,MEI ASIA,3661945390754,"2,10 €",2.1,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/vermicelle-de-riz-bo-bun-mei-asia-3661945390754
Pâtes caserecce molisane LA MOLISANA,LA MOLISANA,8004690052815,"2,10 €",2.1,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-caserecce-molisane-la-molisana-8004690052815
Pâtes vermicelle DARI,DARI,6111094000129,"2,11 €",2.11,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-vermicelle-dari-6111094000129
Nouilles ramen soja caramel MEI ASIA,MEI ASIA,3661945390570,"2,12 €",2.12,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-ramen-soja-caramel-mei-asia-3661945390570
Nouilles ramen bœuf MEI ASIA,MEI ASIA,3661945390587,"2,12 €",2.12,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-ramen-boeuf-mei-asia-3661945390587
Tagliatelle Konjacs GAYELORD HAUSER,GAYELORD HAUSER,3229820794570,"2,15 €",2.15,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/tagliatelle-konjacs-gayelord-hauser-3229820794570
Noodles de riz de riz CARREFOUR SENSATION,CARREFOUR SENSATION,3560071005634,"2,15 €",2.15,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/noodles-de-riz-de-riz-carrefour-sensation-3560071005634
Nouilles de riz en nids MEI ASIA,MEI ASIA,3661945390747,"2,15 €",2.15,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-de-riz-en-nids-mei-asia-3661945390747
Nouilles en nid MEI ASIA,MEI ASIA,3661945882709,"2,15 €",2.15,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-en-nid-mei-asia-3661945882709
Pâtes lasagnes collezione BARILLA,BARILLA,8076809523738,"2,15 €",2.15,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-lasagnes-collezione-barilla-8076809523738
Vermicelles De Blé Pour Cuisine Indienne 200g TRS,TRS,5017689048327,"2,15 €",2.15,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/vermicelles-de-ble-pour-cuisine-indienne-200g-5017689048327?s=2028
Soupe déshydratée  curry YUM YUM,YUM YUM,8852018511076,"2,17 €",2.17,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/soupe-deshydratee-curry-yum-yum-8852018511076
Pâtes fusilli protein+ BARILLA,BARILLA,8076809585866,"2,19 €",2.19,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-fusilli-protein-barilla-8076809585866
"Nouilles chinoises en bloc, spécial wok soupe & salade J.B.",J.B.,3760204870614,"2,19 €",2.19,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-chinoises-en-bloc-special-wok-soupe-salade-j-b-3760204870614
Pâtes Cheveux d'Ange pour Potage PANZANI,PANZANI,3038350021304,"2,19 €",2.19,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-cheveux-d-ange-pour-potage-panzani-3038350021304
Nova Diet - Integral Spaghetti Ecodiet 500 G,G,8425652062015,"2,19 €",2.19,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nova-diet-integral-spaghetti-ecodiet-500-g-8425652062015?s=2650
Pâtes Spaghetti Protein+ BARILLA,BARILLA,8076809585880,"2,19 €",2.19,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-spaghetti-protein-barilla-8076809585880
Pâtes Farfalle PANZANI,PANZANI,3038350269805,"2,19 €",2.19,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-farfalle-panzani-3038350269805
Pâtes serpentini PANZANI,PANZANI,3038351040809,"2,19 €",2.19,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-serpentini-panzani-3038351040809
Pâtes penne rigate PANZANI,PANZANI,3038350014801,"2,19 €",2.19,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-penne-rigate-panzani-3038350014801
Pâtes coudes rayés PANZANI,PANZANI,3038350023506,"2,19 €",2.19,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-coudes-rayes-panzani-3038350023506
Soupe de nouilles Japonaises Crevettes  NISSIN,NISSIN,5997523317096,"2,19 €",2.19,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/soupe-de-nouilles-japonaises-crevettes-nissin-5997523317096
Nouilles instantanées saveur curry et légumes DAISUKI,DAISUKI,3036815452410,"2,19 €",2.19,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-instantanees-saveur-curry-et-legumes-daisuki-3036815452410
Pâtes penne rigate protein+ BARILLA,BARILLA,8076809585873,"2,19 €",2.19,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-penne-rigate-protein-barilla-8076809585873
Nouilles Japon TANOSHI,TANOSHI,3229820801612,"2,19 €",2.19,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-japon-tanoshi-3229820801612
Pâtes capellini PANZANI,PANZANI,3038350194909,"2,19 €",2.19,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-capellini-panzani-3038350194909
Pâtes spaghetti plat PANZANI,PANZANI,3038359000904,"2,19 €",2.19,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-spaghetti-plat-panzani-3038359000904
Nouilles en nids SUZI WAN,SUZI WAN,4002359016745,"2,19 €",2.19,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-en-nids-suzi-wan-4002359016745
Pâtes Fusilli s/ gluten CARREFOUR NO GLUTEN !,,3560070425143,"2,19 €",2.19,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-fusilli-s-gluten-carrefour-no-gluten-3560070425143
Spaghetti Courts LUSTUCRU,LUSTUCRU,3660861909613,"2,20 €",2.2,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/spaghetti-courts-lustucru-3660861909613
Pâtes coquillettes les végétales ALPINA,ALPINA,3252970012072,"2,20 €",2.2,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-coquillettes-les-vegetales-alpina-3252970012072
Pâtes collerettes françaises LUSTUCRU,LUSTUCRU,3660861909651,"2,20 €",2.2,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-collerettes-francaises-lustucru-3660861909651
Iris - Spaghetti Iris Bio 500 G,G,8015197010017,"2,23 €",2.23,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/iris-spaghetti-iris-bio-500-g-8015197010017?s=2650
Pâtes tortiglioni les créatives PANZANI,PANZANI,3038359010798,"2,24 €",2.24,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-tortiglioni-les-creatives-panzani-3038359010798
Pâtes pipe rigate les créatives PANZANI,PANZANI,3038359010781,"2,24 €",2.24,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-pipe-rigate-les-creatives-panzani-3038359010781
Pâtes linguine les créatives PANZANI,PANZANI,3038359010804,"2,24 €",2.24,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-linguine-les-creatives-panzani-3038359010804
Plat cuisiné nouille au poulet cuisine asiatique YUM YUM,YUM YUM,8852018511052,"2,25 €",2.25,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/plat-cuisine-nouille-au-poulet-cuisine-asiatique-yum-yum-8852018511052
Nouilles instantanées nouilles bœuf YUM YUM,YUM YUM,8852018511083,"2,25 €",2.25,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-instantanees-nouilles-boeuf-yum-yum-8852018511083
Pâtes mafaldine collezione BARILLA,BARILLA,8076800000061,"2,25 €",2.25,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-mafaldine-collezione-barilla-8076800000061
Pâtes spaghetti colorées quinoa tomate Bio JARDIN BIO ETIC,JARDIN BIO ETIC,3478820043625,"2,25 €",2.25,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-spaghetti-colorees-quinoa-tomate-bio-jardin-bio-etic-3478820043625
Pâtes spaghetti colorées quinoa persil ail Bio JARDIN BIO ETIC,JARDIN BIO ETIC,3478820600651,"2,25 €",2.25,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-spaghetti-colorees-quinoa-persil-ail-bio-jardin-bio-etic-3478820600651
Pâtes spaghetti épais VALFLEURI,VALFLEURI,3264961827213,"2,25 €",2.25,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-spaghetti-epais-valfleuri-3264961827213
Pâtes nids 2mm 7 oeufs VALFLEURI,VALFLEURI,3264961827022,"2,25 €",2.25,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-nids-2mm-7-oeufs-valfleuri-3264961827022
Nova Diet - Noodle-cabellín Ecodiet 500 G,G,8425652062039,"2,26 €",2.26,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nova-diet-noodle-cabellin-ecodiet-500-g-8425652062039?s=2650
Vermicelle de haricot mungo MEI ASIA,MEI ASIA,3661945882761,"2,27 €",2.27,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/vermicelle-de-haricot-mungo-mei-asia-3661945882761
Pâtes tortiglione ALPINA,ALPINA,3252970011211,"2,29 €",2.29,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-tortiglione-alpina-3252970011211
Pâtes torsade collection ALPINA,ALPINA,3252970011204,"2,29 €",2.29,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-torsade-collection-alpina-3252970011204
Nouilles Coréenne au Goût Poulet MAISON DE COREE,MAISON DE COREE,8805957021229,"2,29 €",2.29,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-coreenne-au-gout-poulet-maison-de-coree-8805957021229
Soupe de nouilles Japonaises Piment et Sésame  NISSIN,NISSIN,5997523317133,"2,29 €",2.29,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/soupe-de-nouilles-japonaises-piment-et-sesame-nissin-5997523317133
Pâtes Spaghetti 7 œufs frais d'Alsace Les Classiques GRAND'MERE,GRAND'MERE,3065620012045,"2,29 €",2.29,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-spaghetti-7-oeufs-frais-d-alsace-les-classiques-grand-mere-3065620012045
Pâtes fideua GALLO,GALLO,8410069018427,"2,29 €",2.29,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-fideua-gallo-8410069018427
Pâtes linguine ALPINA,ALPINA,3252970011235,"2,29 €",2.29,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-linguine-alpina-3252970011235
Patate Chicche di patate LA MOLISANA,LA MOLISANA,8004690087671,"2,29 €",2.29,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/patate-chicche-di-patate-la-molisana-8004690087671
Pate  epinette  ALPINA SAVOIE,ALPINA SAVOIE,3252970011266,"2,29 €",2.29,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pate-epinette-alpina-savoie-3252970011266
Nouilles  de riz ail oignon ACECOOK,ACECOOK,8934563284152,"2,30 €",2.3,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/nouilles-de-riz-ail-oignon-acecook-8934563284152
Udon à la Japonaise saveur curry,,8934563276133,"2,32 €",2.32,pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/udon-a-la-japonaise-saveur-curry-8934563276133
