produit,marque,code_barre,prix,prix_num,categorie,magasin,url_magasin,url_produit
Pâtes tagliatelles CARREFOUR,CARREFOUR,3560070832491,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-tagliatelles-carrefour-3560070832491
Pâtes macaroni les 3 minutes PANZANI,PANZANI,3038350333100,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-macaroni-les-3-minutes-panzani-3038350333100
Serviettes Hygiéniques avec Ailettes Super Plus Ultra-minces CARREFOUR SOFT,CARREFOUR SOFT,3560070179107,"1,35 €",1.35,hygiene_protections_feminines,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/serviettes-hygieniques-avec-ailettes-super-plus-ultra-minces-carrefour-soft-3560070179107
Dentifrice Haleine Fraîche COLGATE,COLGATE,8410372182303,"1,35 €",1.35,hygiene_dentifrice,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/dentifrice-haleine-fraiche-colgate-8410372182303
Pâtes spaghetti blé complet integrale BARILLA,BARILLA,8076809529419,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-spaghetti-ble-complet-integrale-barilla-8076809529419
Pâtes Seme di Mela n°15 SAMIA,SAMIA,3276650059843,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-seme-di-mela-n015-samia-3276650059843
Levure du boulanger levée rapide,,3179142767304,"1,35 €",1.35,alimentaire_farine,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/levure-du-boulanger-levee-rapide-3179142767304
Savon Liquide Recharge Mains Aloe Vera CARREFOUR SOFT,CARREFOUR SOFT,3560071514372,"1,35 €",1.35,hygiene_savon,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/savon-liquide-recharge-mains-aloe-vera-carrefour-soft-3560071514372
Pâtes Penne Rigate les 3 Minutes PANZANI,PANZANI,3038350339706,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-penne-rigate-les-3-minutes-panzani-3038350339706
Pâtes farfalle les 3 minutes PANZANI,PANZANI,3038350339805,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-farfalle-les-3-minutes-panzani-3038350339805
Serviettes Hygiéniques sans Ailettes Normal Maxi CARREFOUR SOFT,CARREFOUR SOFT,3560070605668,"1,35 €",1.35,hygiene_protections_feminines,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/serviettes-hygieniques-sans-ailettes-normal-maxi-carrefour-soft-3560070605668
Pâtes Piombi n°12 SAMIA,SAMIA,3276650059799,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-piombi-n012-samia-3276650059799
Sardines huilles d'olive CARREFOUR CLASSIC',CARREFOUR CLASSIC',3560071544003,"1,35 €",1.35,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/sardines-huilles-d-olive-carrefour-classic-3560071544003
Œufs  plein air NOUS ANTI GASPI,NOUS ANTI GASPI,3770019583043,"1,35 €",1.35,alimentaire_oeufs,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/oeufs-plein-air-nous-anti-gaspi-3770019583043
Pâtes coquillettes CARREFOUR CLASSIC',CARREFOUR CLASSIC',3560070328918,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-coquillettes-carrefour-classic-3560070328918
Spaghetti ALNATURA,ALNATURA,4104420237001,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/spaghetti-alnatura-4104420237001
Spaghetti au blé complet ALNATURA,ALNATURA,4104420236974,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/spaghetti-au-ble-complet-alnatura-4104420236974
Tomates en morceaux nature ALNATURA,ALNATURA,4104420234857,"1,35 €",1.35,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/tomates-en-morceaux-nature-alnatura-4104420234857
Pois chiches ALNATURA,ALNATURA,4104420230972,"1,35 €",1.35,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pois-chiches-alnatura-4104420230972
Pâtes spaghetti CARREFOUR,CARREFOUR,3560070328888,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-spaghetti-carrefour-3560070328888
Pâtes Torsades 3 minutes cuisson rapide 7 œufs frais GRAND'MERE,GRAND'MERE,3065620014827,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-torsades-3-minutes-cuisson-rapide-7-oeufs-frais-grand-mere-3065620014827
Pâtes Coquillettes 7 oeufs frais cuisson rapide GRAND'MERE,GRAND'MERE,3065620014803,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-coquillettes-7-oeufs-frais-cuisson-rapide-grand-mere-3065620014803
Savon Liquide Mains Action Anti-Odeur à l'huile essentielle de citron LE PETIT MARSEILLAIS,LE PETIT MARSEILLAIS,3574661750750,"1,35 €",1.35,hygiene_savon,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/savon-liquide-mains-action-anti-odeur-a-l-huile-essentielle-de-citron-le-petit-marseillais-3574661750750
Pâtes linguine blé complet integrale BARILLA,BARILLA,8076809578363,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-linguine-ble-complet-integrale-barilla-8076809578363
Pâtes fusilli CARREFOUR CLASSIC',CARREFOUR CLASSIC',3560070329038,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-fusilli-carrefour-classic-3560070329038
Pâtes macaroni CARREFOUR CLASSIC',CARREFOUR CLASSIC',3560070329151,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-macaroni-carrefour-classic-3560070329151
Pâtes nouilles CARREFOUR CLASSIC',CARREFOUR CLASSIC',3560070329182,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-nouilles-carrefour-classic-3560070329182
Haricots verts  extra-fins BONDUELLE,BONDUELLE,3083681127737,"1,35 €",1.35,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/haricots-verts-extra-fins-bonduelle-3083681127737
Crêpes,,3523680380165,"1,35 €",1.35,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/crepes-3523680380165
Petits pois extra-fins CARREFOUR CLASSIC',CARREFOUR CLASSIC',5400101173224,"1,35 €",1.35,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/petits-pois-extra-fins-carrefour-classic-5400101173224
Poivrons grillés à l'ail lanières CARREFOUR CLASSIC',CARREFOUR CLASSIC',8431876012347,"1,35 €",1.35,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/poivrons-grilles-a-l-ail-lanieres-carrefour-classic-8431876012347
Plat Individuel Lentilles cuisinées RAYNAL ET ROQUELAURE,RAYNAL ET ROQUELAURE,3021690201123,"1,35 €",1.35,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/plat-individuel-lentilles-cuisinees-raynal-et-roquelaure-3021690201123
Tomates entières pelées ALNATURA,ALNATURA,4104420244627,"1,35 €",1.35,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/tomates-entieres-pelees-alnatura-4104420244627
Poivrons Piquillo grillés en lanières CARREFOUR CLASSIC',CARREFOUR CLASSIC',8431876008159,"1,35 €",1.35,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/poivrons-piquillo-grilles-en-lanieres-carrefour-classic-8431876008159
Petits pois carottes extra-fins CARREFOUR CLASSIC',CARREFOUR CLASSIC',3560070539208,"1,35 €",1.35,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/petits-pois-carottes-extra-fins-carrefour-classic-3560070539208
Baguette Viennoise,,3276550564256,"1,35 €",1.35,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/baguette-viennoise-3276550564256
Pâtes penne rigate blé complet BARILLA,BARILLA,8076809529433,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-penne-rigate-ble-complet-barilla-8076809529433
Farine De Blé T55 LA CIE DES FARINES,CIE DES FARINES,3307350010251,"1,35 €",1.35,alimentaire_farine,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/farine-de-ble-t55-la-cie-des-farines-3307350010251
Pâtes vermicelles BARILLA,BARILLA,8076809524452,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-vermicelles-barilla-8076809524452
Levure boulangère traditionnelle sans gluten SAINTE LUCIE,SAINTE LUCIE,3162050024027,"1,35 €",1.35,alimentaire_farine,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/levure-boulangere-traditionnelle-sans-gluten-sainte-lucie-3162050024027
Petits pois carottes CARREFOUR EXTRA,CARREFOUR EXTRA,3560071412517,"1,35 €",1.35,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/petits-pois-carottes-carrefour-extra-3560071412517
Lentilles bio ALNATURA,ALNATURA,4104420187931,"1,35 €",1.35,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/lentilles-bio-alnatura-4104420187931
Linguine ALNATURA,ALNATURA,4104420240469,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/linguine-alnatura-4104420240469
Pâtes mini torsades GRAND'MERE,GRAND'MERE,3065620010119,"1,35 €",1.35,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-mini-torsades-grand-mere-3065620010119
Petits pois carottes extra-fins CARREFOUR CLASSIC',CARREFOUR CLASSIC',3560070322787,"1,36 €",1.36,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/petits-pois-carottes-extra-fins-carrefour-classic-3560070322787
Pâté de foie SIMPL,SIMPL,3560071490201,"1,39 €",1.39,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pate-de-foie-simpl-3560071490201
Maïs doux SIMPL,SIMPL,3560071483883,"1,39 €",1.39,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/mais-doux-simpl-3560071483883
Shampoing Purifiant pour Cheveux normaux à gras Agrumes et Romarin CARREFOUR SOFT,CARREFOUR SOFT,3560070968893,"1,39 €",1.39,hygiene_shampooing,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/shampoing-purifiant-pour-cheveux-normaux-a-gras-agrumes-et-romarin-carrefour-soft-3560070968893
Pâtes fusilli les créatives PANZANI,PANZANI,3038350263605,"1,39 €",1.39,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-fusilli-les-creatives-panzani-3038350263605
Pois chiches CARREFOUR CLASSIC',CARREFOUR CLASSIC',3560071527440,"1,39 €",1.39,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pois-chiches-carrefour-classic-3560071527440
Savon Solide Mains Et Corps Extra Doux Lait LE PETIT MARSEILLAIS,LE PETIT MARSEILLAIS,3574661680934,"1,39 €",1.39,hygiene_savon,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/savon-solide-mains-et-corps-extra-doux-lait-le-petit-marseillais-3574661680934
Œufs Elevés en Plein Air L'OEUF PICARD,L'OEUF PICARD,3487380110999,"1,39 €",1.39,alimentaire_oeufs,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/oeufs-eleves-en-plein-air-l-oeuf-picard-3487380110999
Haricots beurre extra-fins CARREFOUR CLASSIC',CARREFOUR CLASSIC',3560070658053,"1,39 €",1.39,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/haricots-beurre-extra-fins-carrefour-classic-3560070658053
Pâtes radiatori les créatives PANZANI,PANZANI,3038359912900,"1,39 €",1.39,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-radiatori-les-creatives-panzani-3038359912900
Pâté de campagne SIMPL,SIMPL,3560071490232,"1,39 €",1.39,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pate-de-campagne-simpl-3560071490232
Shampoing Hydratant pour Cheveux ternes et déshydratés Eau de Coco et Bambou CARREFOUR SOFT,CARREFOUR SOFT,3560071406592,"1,39 €",1.39,hygiene_shampooing,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/shampoing-hydratant-pour-cheveux-ternes-et-deshydrates-eau-de-coco-et-bambou-carrefour-soft-3560071406592
Œufs Gros Plein Air L'OEUF DES MAUGES,L'OEUF DES MAUGES,3760073540458,"1,39 €",1.39,alimentaire_oeufs,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/oeufs-gros-plein-air-l-oeuf-des-mauges-3760073540458
Noix de coco,,3000001023050,"1,39 €",1.39,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/noix-de-coco-3000001023050
Toasts Nature CARREFOUR EXTRA,CARREFOUR EXTRA,3245412997785,"1,39 €",1.39,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/toasts-nature-carrefour-extra-3245412997785
Pâtes coquillage les créatives PANZANI,PANZANI,3038350254108,"1,39 €",1.39,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-coquillage-les-creatives-panzani-3038350254108
Pâtes tortiglioni les créatives PANZANI,PANZANI,3038359006876,"1,39 €",1.39,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-tortiglioni-les-creatives-panzani-3038359006876
Petits pois carottes  sans arôme ajouté BONDUELLE,BONDUELLE,3083681128468,"1,39 €",1.39,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/petits-pois-carottes-sans-arome-ajoute-bonduelle-3083681128468
Haricots blancs blancs CARREFOUR CLASSIC',CARREFOUR CLASSIC',3560070715862,"1,39 €",1.39,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/haricots-blancs-blancs-carrefour-classic-3560070715862
Pâtes mafaldelle les créatives PANZANI,PANZANI,3038359911569,"1,39 €",1.39,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-mafaldelle-les-creatives-panzani-3038359911569
Shampoing Illuminant pour Cheveux blonds ou méchés Camomille & Germe de blé CARREFOUR SOFT,CARREFOUR SOFT,3560070968923,"1,39 €",1.39,hygiene_shampooing,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/shampoing-illuminant-pour-cheveux-blonds-ou-meches-camomille-germe-de-ble-carrefour-soft-3560070968923
Shampoing Sublimant pour Cheveux secs Huiles d'argan et de macadamia CARREFOUR SOFT,CARREFOUR SOFT,3560071406561,"1,39 €",1.39,hygiene_shampooing,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/shampoing-sublimant-pour-cheveux-secs-huiles-d-argan-et-de-macadamia-carrefour-soft-3560071406561
Shampoing Nourrissant pour Cheveux très secs ou frisés Avocat et Beurre de Karité CARREFOUR SOFT,CARREFOUR SOFT,3560071246341,"1,39 €",1.39,hygiene_shampooing,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/shampoing-nourrissant-pour-cheveux-tres-secs-ou-frises-avocat-et-beurre-de-karite-carrefour-soft-3560071246341
Coucous de légumes à l'orientale CARREFOUR SENSATION,CARREFOUR SENSATION,3560070553808,"1,39 €",1.39,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/coucous-de-legumes-a-l-orientale-carrefour-sensation-3560070553808
Savon Liquide Corps Parfum Fleuri SIMPL,SIMPL,3560071403768,"1,39 €",1.39,hygiene_savon,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/savon-liquide-corps-parfum-fleuri-simpl-3560071403768
Pâtes Linguine 7 Oeufs Frais GRAND'MERE,GRAND'MERE,3065620011291,"1,39 €",1.39,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-linguine-7-oeufs-frais-grand-mere-3065620011291
Savon Solide Hydratant Parfum Lait Vanille Bio CARREFOUR SOFT BIO,CARREFOUR SOFT BIO,3560071425852,"1,39 €",1.39,hygiene_savon,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/savon-solide-hydratant-parfum-lait-vanille-bio-carrefour-soft-bio-3560071425852
Pâtes nids 5 VALFLEURI,VALFLEURI,3264961127047,"1,39 €",1.39,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-nids-5-valfleuri-3264961127047
Toasts Nature JACQUET,JACQUET,3029330011040,"1,39 €",1.39,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/toasts-nature-jacquet-3029330011040
Petits pois  tendres et fondants CASSEGRAIN,CASSEGRAIN,3083680482035,"1,39 €",1.39,alimentaire_conserves_simples,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/petits-pois-tendres-et-fondants-cassegrain-3083680482035
Betteraves rouges cuites Bio,,3270190010395,"1,39 €",1.39,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/betteraves-rouges-cuites-bio-3270190010395
Pomelo Corse CARREFOUR BIO,CARREFOUR BIO,3523680459465,"1,39 €",1.39,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pomelo-corse-carrefour-bio-3523680459465
Baguette Bio aux graines CARREFOUR BIO,CARREFOUR BIO,3523680416802,"1,39 €",1.39,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/baguette-bio-aux-graines-carrefour-bio-3523680416802
Pain de mie extra moelleux nature sans sucres ajoutés sans additifs HARRYS,HARRYS,3228857000883,"1,39 €",1.39,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pain-de-mie-extra-moelleux-nature-sans-sucres-ajoutes-sans-additifs-harrys-3228857000883
Pâtes lasagnes CARREFOUR CLASSIC',CARREFOUR CLASSIC',3245412738289,"1,39 €",1.39,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-lasagnes-carrefour-classic-3245412738289
Avocat,,3000001037576,"1,39 €",1.39,alimentaire_fruits_legumes,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/avocat-3000001037576
Serviettes Hygiéniques sans Ailettes Nuit Maxi CARREFOUR SOFT,CARREFOUR SOFT,3560071321840,"1,39 €",1.39,hygiene_protections_feminines,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/serviettes-hygieniques-sans-ailettes-nuit-maxi-carrefour-soft-3560071321840
Baguette bio aux graines CARREFOUR BIO,CARREFOUR BIO,3523680353671,"1,39 €",1.39,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/baguette-bio-aux-graines-carrefour-bio-3523680353671
Pâtes Lasagnettes GRAND'MERE,GRAND'MERE,3065620011284,"1,39 €",1.39,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-lasagnettes-grand-mere-3065620011284
Savon Solide Doux Pure CARREFOUR SOFT,CARREFOUR SOFT,3560071408022,"1,39 €",1.39,hygiene_savon,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/savon-solide-doux-pure-carrefour-soft-3560071408022
Pâtes torti tomates epinards PANZANI,PANZANI,3038350103604,"1,39 €",1.39,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-torti-tomates-epinards-panzani-3038350103604
Pâtes Alphabets pour Potage PANZANI,PANZANI,3038350010209,"1,39 €",1.39,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-alphabets-pour-potage-panzani-3038350010209
Pâtes spaghettoni PANZANI,PANZANI,3038359012341,"1,39 €",1.39,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-spaghettoni-panzani-3038359012341
Pâtes linguine les créatives PANZANI,PANZANI,3038359006890,"1,39 €",1.39,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-linguine-les-creatives-panzani-3038359006890
Œufs COQUEN'OR,COQUEN'OR,3487380160741,"1,39 €",1.39,alimentaire_oeufs,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/oeufs-coquen-or-3487380160741
Pâtes nids 2mm VALFLEURI,VALFLEURI,3264961127023,"1,39 €",1.39,alimentaire_pates,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pates-nids-2mm-valfleuri-3264961127023
Pain Canapés Ronds Brioché JACQUET,JACQUET,3029330001652,"1,39 €",1.39,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pain-canapes-ronds-brioche-jacquet-3029330001652
Pain Boule,,3276550565161,"1,40 €",1.4,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pain-boule-3276550565161
Pain boule,,3276550086888,"1,40 €",1.4,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/pain-boule-3276550086888
Baguette à l'épeautre FILIERE QUALITE CARREFOUR,FILIERE QUALITE CARREFOUR,3523680330139,"1,40 €",1.4,alimentaire_pain,Contact Longpre Les Corps Saints,https://www.carrefour.fr/magasin/contact-longpre-les-corps-saints,https://www.carrefour.fr/p/baguette-a-l-epeautre-filiere-qualite-carrefour-3523680330139
